"typ";"leitidee";"thema";"definition";"beispiel_id";"status"
"Fläche: Flächeninhalt zwischen Graph, x-Achse und senkrechter Gerade über das Integral nachweisen";"Analysis";"Flächeninhalt durch Integration";"Den vorgegebenen Inhalt einer Fläche zwischen Graph, x-Achse und einer senkrechten Geraden durch Berechnen des bestimmten Integrals über eine Stammfunktion bestätigen.";"2017MerhoehtAAnalysis2-a";"neu"
"Fläche: Achsenschnittpunkt einer Geraden aus einer Flächenbedingung über Rechteck und Dreieck bestimmen";"Analysis";"Flächeninhalt durch Integration";"Den Achsenschnittpunkt einer Geraden durch einen Graphenpunkt so bestimmen, dass eine Fläche zwischen Graph, Achse und Gerade einen vorgegebenen Inhalt hat, indem die Fläche in Rechteck, bekanntes Integral und Dreieck zerlegt wird.";"2017MerhoehtAAnalysis2-b";"neu"
"Lineares Gleichungssystem mit drei Variablen lösen";"Analytische Geometrie";"Lineare Gleichungssysteme";"Ein lineares Gleichungssystem mit drei Gleichungen und drei Variablen durch Einsetzen oder Subtraktion lösen und die Lösungsmenge angeben.";"2017MerhoehtAAGLAA111-a";"neu"
"Übergangsprozess: Übergangsmatrix aus dem Übergangsdiagramm aufstellen";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Aus einem Übergangsdiagramm mit mehreren Zuständen die vollständige Übergangsmatrix aufstellen (Spalten als Ausgangszustände, Spaltensummen 1).";"2017MerhoehtAAGLAA112-a";"neu"
"Übergangsprozess: Diagramm der zeitlichen Entwicklung eines Zustands aus dem Übergangsdiagramm auswählen und begründen";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Unter mehreren Punktdiagrammen das auswählen, das die Entwicklung eines Zustands beschreibt, indem die ersten Schritte des Prozesses aus dem Übergangsdiagramm verfolgt und mit den Diagrammen verglichen werden.";"2017MerhoehtAAGLAA112-b";"neu"
"Spurgerade einer Ebene in einer Koordinatenebene in das Schrägbild einzeichnen";"Analytische Geometrie";"Schnittmengen";"Die Schnittgerade einer Ebene in Koordinatenform mit einer Koordinatenebene über ihre beiden Spurpunkte auf den Achsen bestimmen und in ein Schrägbild einzeichnen.";"2017MerhoehtAAGLAA211-a";"neu"
"Ebene Figur: Flächeninhalt eines rechtwinkligen Dreiecks über die Kathetenlängen nachweisen";"Analytische Geometrie";"Flächeninhalt und Volumen im Raum";"Für ein Dreieck mit bekanntem rechten Winkel die beiden Katheten als Vektorbeträge berechnen und den Flächeninhalt als halbes Produkt nachweisen.";"2017MerhoehtAAGLAA212-a";"neu"
"Aussage über den Ausgleich eines beobachteten Anteils bei weiteren Versuchen über die Unabhängigkeit beurteilen";"Stochastik";"Unabhängigkeit";"Eine Aussage, nach der ein zu kleiner beobachteter Anteil bei den nächsten Versuchen durch einen zu großen ausgeglichen werden müsse, als falsch beurteilen, weil die Einzelwahrscheinlichkeit bei jeder Wiederholung gleich bleibt.";"2017MerhoehtAStochastik11-c";"neu"
"Wendepunkt an vorgegebener Stelle nachweisen und Wendetangente aufstellen";"Analysis";"Kurvenuntersuchung";"Für eine genannte Stelle über zweite und dritte Ableitung nachweisen, dass dort ein Wendepunkt liegt, und die Gleichung der Tangente in diesem Punkt aufstellen.";"2018MgrundlegendBAnalysisWTR-1a";"neu"
"Symmetrie: Punktsymmetrie zum Wendepunkt über die Verschiebung einer ungeraden Funktion begründen";"Analysis";"Funktionsklassen und Eigenschaften";"Die Verschiebung angeben, mit der ein Graph aus dem Graphen einer nur ungerade Potenzen enthaltenden Funktion hervorgeht, und daraus die Punktsymmetrie zum Wendepunkt folgern.";"2018MgrundlegendBAnalysisWTR-1b";"neu"
"Körper: Oberflächeninhalt des Rotationskegels eines rechtwinkligen Dreiecks berechnen";"Analytische Geometrie";"Flächeninhalt und Volumen im Raum";"Den Körper erkennen, der bei Rotation eines rechtwinkligen Dreiecks um eine Kathete entsteht (Kegel), und seinen Oberflächeninhalt aus Radius, Höhe und Mantellinie berechnen; die Maße kommen aus Koordinaten oder Funktionswerten.";"2018MgrundlegendBAnalysisWTR-1c";"neu"
"Integralwert: Ungleichung zweier Integrale über das Vorzeichen des Teilintegrals am Graphen begründen";"Analysis";"Flächeninhalt durch Integration";"Ohne Rechnung begründen, dass ein Integral über ein größeres Intervall kleiner ist als über ein Teilintervall, weil das hinzukommende Teilintegral am Graphen negativ ist.";"2018MgrundlegendBAnalysisWTR-1e";"neu"
"Lage zweier Graphen aus dem Graphen ihrer Differenzfunktion beschreiben";"Analysis";"Kurvenuntersuchung";"Aus dem abgebildeten Graphen von h − f die gegenseitige Lage der Graphen von f und h beschreiben: Nullstellen als gemeinsame Punkte, Vorzeichen als Lage über oder unter, Extremstellen als größter Abstand.";"2018MgrundlegendBAnalysisWTR-1f";"neu"
"Nullstellen und Werte: Stelle zu einem vorgegebenen Funktionswert am Graphen ablesen";"Analysis";"Funktionsklassen und Eigenschaften";"Aus einer Abbildung die Stelle ablesen, an der eine Funktion einen vorgegebenen Wert annimmt, gegebenenfalls nach Umrechnung der Einheit.";"2018MgrundlegendBAnalysisWTR-2a";"neu"
"Aussage über die Zunahme der Zusatzkosten über Differenzen von Funktionswerten beurteilen";"Analysis";"Ableitung und Änderungsrate";"Eine Aussage über das Wachsen der Kosten je zusätzlicher Einheit beurteilen, indem Differenzen aufeinanderfolgender Funktionswerte (oder die Steigung) verglichen werden, etwa mit einem Gegenbeispiel.";"2018MgrundlegendBAnalysisWTR-2c";"neu"
"Nullstellen und Werte: Gleichheit zweier Funktionswerte durch Einsetzen im Sachzusammenhang nachweisen";"Analysis";"Funktionsklassen und Eigenschaften";"Durch Einsetzen einer Stelle in zwei Funktionsterme (etwa Erlös und Kosten) nachweisen, dass die Werte übereinstimmen, und das im Sachzusammenhang deuten (kein Gewinn).";"2018MgrundlegendBAnalysisWTR-2d";"neu"
"Gewinnbereich als Bereich zwischen den Schnittstellen von Erlösgerade und Kostengraph zeichnerisch bestimmen";"Analysis";"Kurvenuntersuchung";"Die Erlösgerade in die Abbildung des Kostengraphen einzeichnen und den Bereich ablesen, in dem sie oberhalb des Kostengraphen liegt (Gewinnzone zwischen den Schnittstellen).";"2018MgrundlegendBAnalysisWTR-2e";"neu"
"Maximum einer Gewinnfunktion über die Ableitung berechnen";"Analysis";"Kurvenuntersuchung";"Die Gewinnfunktion als Differenz von Erlös und Kosten aufstellen, die Stelle des größten Gewinns über die Nullstellen der Ableitung berechnen und die Lösung im zulässigen Bereich auswählen.";"2018MgrundlegendBAnalysisWTR-2f";"neu"
"Übergangsprozess: Wechselzahlen nach einem Übergang berechnen und Gleichgewicht deuten";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Aus Bestandszahlen und Wechselanteilen die Anzahl der Wechsler je Zustand berechnen und gleiche Wechselzahlen als unveränderte Bestände (Gleichgewicht) deuten.";"2018MgrundlegendBAGLAA1WTR-1b";"neu"
"Übergangsprozess: Gleichungssystem für die Verteilung vor einem Übergang aufstellen";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Aus M · v = w mit bekannter Verteilung w nach dem Übergang das lineare Gleichungssystem für die unbekannte Verteilung v davor angeben, ohne es zu lösen.";"2018MgrundlegendBAGLAA1WTR-1c";"neu"
"Übergangsprozess: Verteilung nach einem Übergang berechnen und einen Anteil angeben";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Mit der Übergangsmatrix die Bestände nach einem Schritt berechnen (auch über die feste Gesamtzahl) und den prozentualen Anteil eines Zustands angeben.";"2018MgrundlegendBAGLAA1WTR-1d";"neu"
"Übergangsprozess: Zustand mit dem kleinsten Wechselanteil aus der Matrix ablesen";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Aus den Diagonaleinträgen der Übergangsmatrix den Zustand mit dem größten Bleibeanteil bestimmen und den zugehörigen Wechselanteil als Komplement angeben.";"2018MgrundlegendBAGLAA1WTR-1e";"neu"
"Übergangsprozess: Potenz der Übergangsmatrix als mehrschrittigen Übergang deuten";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Einen Term wie M · M · M im Sachzusammenhang als Übergang über entsprechend viele Schritte (etwa ein Vierteljahr) beschreiben.";"2018MgrundlegendBAGLAA1WTR-1f";"neu"
"Übergangsprozess: Bereich eines Anteils in Abhängigkeit vom Matrixparameter über die Randwerte ermitteln";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Einen Bestand oder Anteil als Term im Parameter der Übergangsmatrix aufstellen (etwa als Rest zur Gesamtzahl) und aus der Monotonie des Terms den Wertebereich über die Randwerte des Parameters angeben.";"2018MgrundlegendBAGLAA1WTR-1g";"neu"
"Übergangsprozess: Matrixparameter aus einer Komponente nach einem Schritt bestimmen";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Den unbekannten Eintrag einer Übergangsmatrix aus einer bekannten Komponente der Verteilung nach einem Schritt über eine lineare Gleichung bestimmen.";"2018MgrundlegendBAGLAA1WTR-1h";"neu"
"Ebene Figur: Rechtwinkliges gleichschenkliges Dreieck aus den Koordinaten begründen und Flächeninhalt angeben";"Analytische Geometrie";"Punkte und Strecken im Koordinatensystem";"Aus achsenparallelen Koordinaten (etwa einem Quadrat) begründen, dass ein Dreieck rechtwinklig und gleichschenklig ist, und seinen Flächeninhalt ohne Vektorrechnung angeben.";"2018MgrundlegendBAGLAA2WTR1-1a";"neu"
"Geradengleichung durch zwei Punkte aufstellen und windschiefe Lage begründen";"Analytische Geometrie";"Geraden";"Die Parametergleichung einer Geraden durch zwei Punkte angeben und begründen, dass sie zu einer anderen Geraden windschief ist (kein gemeinsamer Punkt, nicht parallel), etwa über die Lage in einer Koordinatenebene.";"2018MgrundlegendBAGLAA2WTR1-1b";"neu"
"Koordinate eines Punktes aus der Schnittfigur zeichnerisch ermitteln und Vorgehen beschreiben";"Analytische Geometrie";"Schnittmengen";"Beschreiben, wie eine Koordinate eines Punktes aus dem Schrägbild einer Schnittfigur gewonnen wird, etwa durch Verlängern einer Schnittkante bis zu einer Geraden.";"2018MgrundlegendBAGLAA2WTR1-1c";"neu"
"Körper: Volumen eines Teilkörpers als Differenz zweier Pyramiden berechnen und erläutern";"Analytische Geometrie";"Flächeninhalt und Volumen im Raum";"Das Volumen eines durch eine Ebene abgeschnittenen Teilkörpers eines Quaders als Differenz einer großen Pyramide und einer kleineren Ergänzungspyramide berechnen und den Ansatz erläutern.";"2018MgrundlegendBAGLAA2WTR1-1d";"neu"
"Spurpunkt einer Scharebene auf einer Koordinatenachse nachweisen";"Analytische Geometrie";"Scharen von Geraden und Ebenen";"Für einen Parameterwert einer Ebenenschar nachweisen, dass ein gegebener Punkt auf einer Koordinatenachse liegt und die Ebenengleichung erfüllt.";"2018MgrundlegendBAGLAA2WTR1-1e";"neu"
"Ziehen ohne Zurücklegen: Wahrscheinlichkeit für genau k einer Sorte beim mehrfachen Ziehen über Pfade berechnen";"Stochastik";"Zufallsexperimente und Urnenmodelle";"Beim mehrfachen Ziehen ohne Zurücklegen die Wahrscheinlichkeit für genau k Objekte einer Sorte als Pfadprodukt mal Anzahl der Reihenfolgen berechnen.";"2018MgrundlegendBStochastikWTR1-1f";"neu"
"Verhältnis der Varianzen zweier Binomialverteilungen aus dem Erwartungswert im Diagramm bestimmen";"Stochastik";"Kenngrößen von Verteilungen";"Aus dem Säulendiagramm einer Binomialverteilung den Erwartungswert ablesen, daraus p bestimmen, eine zweite Verteilung über eine Erwartungswertbedingung festlegen und das Verhältnis der Varianzen n · p · (1 − p) berechnen.";"2018MgrundlegendBStochastikWTR1-2";"neu"
"Gegenereignis einer Vereinigung im Sachzusammenhang beschreiben";"Stochastik";"Ereignisse und Mengenoperationen";"Ein als Gegenereignis einer Vereinigung notiertes Ereignis (Überstrich über dem ganzen Term) im Sachzusammenhang beschreiben, indem es nach De Morgan als Schnitt der Gegenereignisse gelesen wird.";"2018MgrundlegendBStochastikWTR3-1d";"neu"
"Laplace-Experiment: Wahrscheinlichkeiten zweier Extremsummen über die Häufigkeit der Beschriftung vergleichen";"Stochastik";"Zufallsexperimente und Urnenmodelle";"Für einen Würfel mit ungleich verteilten Beschriftungen begründen, welche von zwei nur durch eine einzige Ergebnisfolge erreichbaren Summen wahrscheinlicher ist.";"2018MgrundlegendBStochastikWTR3-2a";"neu"
"Summenbedingung bei wiederholtem Wurf in eine Binomialwahrscheinlichkeit übersetzen und nachweisen";"Stochastik";"Binomialverteilung";"Eine Bedingung an die Summe mehrerer Würfe eines zweiwertigen Würfels in eine Bedingung an die Trefferzahl übersetzen und die Wahrscheinlichkeit als kumulierte Binomialwahrscheinlichkeit nachweisen.";"2018MgrundlegendBStochastikWTR3-2b";"neu"
"Term und Ereignis: Ereignis zu einem gegebenen Wahrscheinlichkeitswert als Potenz angeben";"Stochastik";"Zufallsexperimente und Urnenmodelle";"Einen vorgegebenen Wahrscheinlichkeitswert als Potenz einer Einzelwahrscheinlichkeit erkennen und ein Ereignis (Ergebnisfolge) angeben, das diese Wahrscheinlichkeit hat.";"2018MgrundlegendBStochastikWTR3-2c";"neu"
"Aussagen über Bernoulli-Experiment und Bernoulli-Kette im Sachzusammenhang beurteilen";"Stochastik";"Binomialverteilung";"Beurteilen, ob ein beschriebenes Zufallsexperiment ein Bernoulli-Experiment und ob eine Wiederholung eine Bernoulli-Kette ist, über die Anzahl der möglichen Ergebnisse.";"2018MgrundlegendBStochastikWTR3-2d";"neu"
"Ganzrationale Funktion dritten Grades aus drei Nullstellen und einem Punkt rekonstruieren";"Analysis";"Rekonstruktion von Funktionsgleichungen";"Aus drei am Graphen abgelesenen Nullstellen den Produktansatz a · (x − x1)(x − x2)(x − x3) aufstellen und den Streckfaktor aus einem weiteren Punkt bestimmen.";"2018MerhoehtBAnalysisWTR1-1a";"neu"
"Ganzzahlige Nullstellen einer Integralfunktion über gleiche Grenzen und Symmetrie begründen";"Analysis";"Stammfunktion und Hauptsatz";"Die Nullstellen einer Integralfunktion angeben und begründen: die untere Grenze (Integral mit gleichen Grenzen) und die Stelle, an der sich wegen der Punktsymmetrie des Integranden die Flächenstücke ober- und unterhalb der Achse aufheben.";"2018MerhoehtBAnalysisWTR1-1d";"neu"
"Weitere Nullstelle einer Integralfunktion über die Flächenbilanz am Graphen begründen";"Analysis";"Stammfunktion und Hauptsatz";"Mithilfe des Graphen des Integranden begründen, dass die Integralfunktion eine weitere Nullstelle hat, weil die Flächenbilanz bei wachsender oberer Grenze wieder null wird.";"2018MerhoehtBAnalysisWTR1-1e";"neu"
"Höchstzahl der Nullstellen einer Integralfunktion über den Grad begründen";"Analysis";"Stammfunktion und Hauptsatz";"Aus dem Grad des Integranden den Grad der Integralfunktion ableiten und daraus die Höchstzahl ihrer Nullstellen begründen.";"2018MerhoehtBAnalysisWTR1-1f";"neu"
"Sinusfunktion mit gleichen Nullstellen und gleichem Flächeninhalt wie ein Graph bestimmen";"Analysis";"Rekonstruktion von Funktionsgleichungen";"Eine Funktion a · sin(bx) so bestimmen, dass sie auf einem Intervall dieselben Nullstellen wie ein gegebener Graph hat (b aus der halben Periode) und dieselbe Fläche mit der x-Achse einschließt (a aus dem Integral).";"2018MerhoehtBAnalysisWTR1-1g";"neu"
"Gemeinsamen Punkt zweier Graphen über gleiche Flächeninhalte indirekt begründen";"Analysis";"Kurvenuntersuchung";"Indirekt begründen, dass zwei Graphen mit gleichen Randnullstellen und gleichem Flächeninhalt über einem Intervall dort einen gemeinsamen Punkt haben: läge einer ganz oberhalb, wären die Flächeninhalte verschieden.";"2018MerhoehtBAnalysisWTR1-1h";"neu"
"Strenge Monotonie einer Schar über die Diskriminante der Ableitung für einen Parameterbereich nachweisen";"Analysis";"Funktionsscharen und Ortskurven";"Für eine Funktionenschar zeigen, dass die Ableitung für einen Parameterbereich keine Nullstelle hat (Diskriminante negativ) und wegen eines positiven Werts überall positiv ist, die Schar also streng monoton wächst.";"2018MerhoehtBAnalysisWTR1-2f";"neu"
"Nullstellen und Werte: Länge der Verbindungsstrecke zweier Graphenpunkte als Näherung der Bogenlänge berechnen";"Analysis";"Funktionsklassen und Eigenschaften";"Zwei Punkte eines Graphen über ihre Funktionswerte bestimmen und den Abstand als Näherung für die Länge des Graphenbogens berechnen.";"2018MerhoehtBAnalysisWTR2-1a";"neu"
"Exponentialgleichung für einen Funktionswert durch Logarithmieren lösen und als Abstand im Sachzusammenhang angeben";"Analysis";"Gleichungen lösen";"Die Stelle zu einem vorgegebenen Funktionswert einer Exponentialfunktion durch Logarithmieren berechnen und daraus einen Abstand zu einem Bezugspunkt im Sachzusammenhang angeben.";"2018MerhoehtBAnalysisWTR2-1b";"neu"
"Nullstellen und Werte: Aussage zur Modellgüte über die Summe vorzeichenbehafteter Abweichungen beurteilen";"Analysis";"Funktionsklassen und Eigenschaften";"Beurteilen, ob ein kleiner Betrag der Summe der Abweichungen zwischen Messwerten und Modellwerten eine gute Modellbeschreibung belegt; Gegenargument: Abweichungen mit verschiedenen Vorzeichen heben sich auf.";"2018MerhoehtBAnalysisWTR2-1c";"neu"
"Parameter einer Parabelschar aus dem knickfreien Übergang zu einem Graphen bestimmen";"Analysis";"Funktionsscharen und Ortskurven";"Den Koeffizienten einer Parabelschar aus der Bedingung bestimmen, dass der Übergang zu einem anderen Graphen an der Nahtstelle knickfrei ist (gleiche Ableitung).";"2018MerhoehtBAnalysisWTR2-1d";"neu"
"Auftreffwinkel einer Flugkurve über die Ableitung an der Nullstelle berechnen";"Analysis";"Tangente, Normale, Schnittwinkel";"Den Winkel, unter dem eine als Graph modellierte Flugkurve auf den Boden trifft, aus der Ableitung an der Auftreffstelle über den Tangens berechnen.";"2018MerhoehtBAnalysisWTR2-1f";"neu"
